where	who	kind	form	gloss
(1129)	Nuxalk	root	√ɬq‟-m	the root s-ɬq‟-an is compared with
(1130)	Nuxalk	cited form	sɬul	'sliver'
(1131)	Nuxalk	practical orthography	√SLHULHANI	'cover, shelter', as the practical orthography writes it
(1131)	Nuxalk	root	√sɬuɬani	'cover, shelter'
(1132)	Nuxalk	cited form	sliq‟ʷ-uc	'saliva'
(1133)	Nuxalk	cited form	slis	'gall'
(1134)	Nuxalk	cited form	slq‟ʷ	'find'
(1135)	Nuxalk	cited form	s-lux-ta	'crosspiece of canoe'
(1136)	Nuxalk	cited form	sluq‟	'eulachon grease'
(1137)	Nuxalk	cited form	sma	'mythical, legendary'
(1138)	Nuxalk	cited form	smak	'prepare eulachon grease'
(1139)	Nuxalk	practical orthography	√SMAM	'be in constant motion', as the practical orthography writes it
(1139)	Nuxalk	root	√smam	'be in constant motion'
(1140)	Nuxalk	cited form	smat-mx	'friend, relative'
(1141)	Nuxalk	cited form	smix:miχʷc	'thrush'
(1142)	Nuxalk	cited form	smiks	'mussel'
(1143)	Nuxalk	cited form	snanik	'pitch, gum'
(1144)	Nuxalk	cited form	snq‟ʷs	'be very mad at someone'
(1145)	Nuxalk	cited form	snχ	'sun'
(1146)	Nuxalk	cited form	spaƛ‟tn	'put roofing on a house'
(1147)	Nuxalk	cited form	spik‟ʷ	'groundhog'
(1148)	Nuxalk	cited form	sputx	'eulachon'
(1149)	Nuxalk	practical orthography	√SQUM	'spread, open up', as the practical orthography writes it
(1149)	Nuxalk	root	√sqʷum	'spread, open up'
(1150)	Nuxalk	cited form	sqʷusa	'left over food taken home'
(1151)	Nuxalk	cited form	sqʷuc‟	'sack made of cedar bark'
(1152)	Nuxalk	cited form	sqʷaaχ(ʷ)qʷa	'bullhead'
(1153)	Nuxalk	cited form	sqʷal	'love song'
(1154)	Nuxalk	cited form	sqʷinaxʷ	'flesh of crushed eulachons'
(1155)	Nuxalk	cited form	sqʷɬ	'fishbone'
(1156)	Nuxalk	cited form	sqʷlitq	'dried up rotten fish'
(1157)	Nuxalk	cited form	sqʷsn	'loon'
(1158)	Nuxalk	cited form	sqʷc-iɬ	'posterior abdominal fin'
(1159)	Nuxalk	cited form	sq‟ʷalm	'edible male fern root'
(1160)	Nuxalk	cited form	sq‟aɬ	'flesh, meat'
(1161)	Nuxalk	practical orthography	√SQ‟ATC	'nails', as the practical orthography writes it
(1161)	Nuxalk	root	√sq‟atx	'nails'
(1162)	Nuxalk	cited form	sq‟sk	'saskatoon berry'
(1163)	Nuxalk	cited form	sq‟ta-ɬp	'douglas maple'
(1164)	Nuxalk	cited form	sq‟ʷusa	'knothole'
(1165)	Nuxalk	practical orthography	√STAP	'steep', as the practical orthography writes it
(1165)	Nuxalk	root	√stap	'steep'
(1166)	Nuxalk	cited form	stxʷus	'opponent'
(1167)	Nuxalk	cited form	stxʷc‟	'cottonwood buds'
(1168)	Nuxalk	cited form	stilwa	'fat floating on preserved fish'
(1169)	Nuxalk	cited form	stic‟	'watery excrement'
(1170)	Nuxalk	cited form	stlk‟ʷa	'jellyfish'
(1171)	Nuxalk	cited form	s-ƛ‟aχ-t	'caribou'
(1171)	Nuxalk	cited form	wiƛ‟aχ	the form s-ƛ‟aχ-t is compared with
(1172)	Nuxalk	cited form	stq‟	'add to sth'
(1173)	Nuxalk	cited form	sc	'spread evenly over surface'
(1174)	Nuxalk	root	√nu-sc-aaχ	'cover horizontal surface'
(1175)	Nuxalk	practical orthography	√STSAY	'news, information', as the practical orthography writes it
(1175)	Nuxalk	root	√scay	'news, information'
(1176)	Nuxalk	cited form	scixalt	'bridge'
(1177)	Nuxalk	cited form	scli	'keep caught fish alive on a line'
(1178)	Nuxalk	cited form	scl:cli	'bush of dwarf blueberry'
(1179)	Nuxalk	cited form	scux	'film, thin layer'
(1180)	Nuxalk	cited form	scumay	'river freezes over'
(1181)	Nuxalk	cited form	scunχʷa	'tear stains'
(1182)	Nuxalk	cited form	scu:cw-any-uɬ-iiχʷ	'have dandruff'
(1183)	Nuxalk	cited form	sc‟	'disperse, scatter, spray'
(1184)	Nuxalk	cited form	sc‟ixin	'roe skein; cracklings'
(1185)	Nuxalk	cited form	sc‟ikn-uɬ	'half-decayed stump'
(1186)	Nuxalk	cited form	sc‟mas	'devilfish'
(1187)	Nuxalk	cited form	sc‟piiɬ	'unidentified bird'
(1188)	Nuxalk	cited form	sc‟q	'animal fat'
(1189)	Nuxalk	cited form	sc‟qaaχqa	'wren'
(1190)	Nuxalk	cited form	sc‟qʷasma	'red face paint'
(1191)	Nuxalk	cited form	sc‟qy-aaχ-ak-sta	'tree stump'
(1192)	Nuxalk	cited form	s-c‟up	'to itch'
(1193)	Nuxalk	cited form	c‟up-iɬ-m	'scratch one's privates'
(1194)	Nuxalk	cited form	sc‟uu-χin	'brains'
(1195)	Nuxalk	cited form	stuq‟	'snag'
(1196)	Nuxalk	cited form	st‟ala	'hemlock bark'
(1197)	Nuxalk	practical orthography	ST‟A7M	'be or lie flat on floor', as the practical orthography writes it
(1197)	Nuxalk	cited form	st‟aʔm	'be or lie flat on floor'
(1198)	Nuxalk	cited form	st‟anikʷ	'boil, carbuncle'
(1199)	Nuxalk	cited form	st‟awɬt	'whetstone'
(1200)	Nuxalk	cited form	st‟aχʷ	'hard, difficult'
(1201)	Nuxalk	cited form	st‟xʷm	'mat, mattress'
(1202)	Nuxalk	cited form	st‟umc‟a	'ripe crabapple'
(1203)	Nuxalk	practical orthography	√SUCN	'hand, lower arm', as the practical orthography writes it
(1203)	Nuxalk	cited form	suxa	'hand, lower arm'
(1203)	Nuxalk	root	√suxn	'hand, lower arm', the root
(1204)	Nuxalk	cited form	sukʷwaat	'cat's cradle'
(1205)	Nuxalk	cited form	sulut	'sea, inlet'
(1206)	Nuxalk	cited form	sum	'pants'
(1207)	Nuxalk	cited form	sum	'sip, lap sth'
(1208)	Nuxalk	practical orthography	S7UNKWTSTA	'human body', as the practical orthography writes it
(1208)	Nuxalk	cited form	s-ʔun-kʷc-ta	'human body'
(1209)	Nuxalk	cited form	sup-t	'to whistle'
(1210)	Nuxalk	practical orthography	√SUQ'W	'hump, lump', as the practical orthography writes it
(1210)	Nuxalk	practical orthography	√SUQ'U	'hump, lump', the variant in practical orthography
(1210)	Nuxalk	root	√suq‟ʷ(u)	'hump, lump'
(1211)	Nuxalk	cited form	su:su	'berry sauce'
(1212)	Nuxalk	cited form	swanaɬkʷ	'green algae'
(1213)	Nuxalk	cited form	sχayaχʷ	'taboo'
(1214)	Nuxalk	cited form	sχp	'tie up'
(1215)	Nuxalk	cited form	sχƛ‟-ik	'fish backbone'
(1216)	Nuxalk	cited form	sχc	'thimbleberry or salmonberry sprouts'
(1217)	Nuxalk	cited form	sχʷiɬ	'arrogant, conceited'
(1218)	Nuxalk	cited form	sχʷl:χʷli	'mole, the animal'
(1219)	Nuxalk	cited form	sχʷnata	'nickname'
(1220)	Nuxalk	cited form	takan	'arrive'
(1221)	Nuxalk	cited form	talaws	'get married'
(1222)	Nuxalk	practical orthography	√TANKSTN	'ear', as the practical orthography writes it
(1222)	Nuxalk	cited form	tanksta	'ear'
(1222)	Nuxalk	root	√tankstn	'ear', the root
(1223)	Nuxalk	practical orthography	√TAQ‟	'thick, dense', as the practical orthography writes it
(1223)	Nuxalk	root	√taq‟	'thick, dense'
(1224)	Nuxalk	cited form	ta:ta	'daddy'
(1225)	Nuxalk	cited form	tay	'boy, a term of address'
(1226)	Nuxalk	cited form	tay	'hit, pound'
(1227)	Nuxalk	cited form	ta:ti=iiχʷ	'cast a spell on sb'
(1228)	Nuxalk	practical orthography	√TI	'hard, firm, steady', as the practical orthography writes it
(1228)	Nuxalk	root	√ti	'hard, firm, steady'
(1229)	Nuxalk	cited form	tix:tik‟	'kindling'
(1230)	Nuxalk	cited form	tixcam-uɬ	'red-hot rocks'
(1231)	Nuxalk	cited form	til:til=lit	'eagle is calling'
(1232)	Nuxalk	practical orthography	√TIP	'show, reveal, make visible', as the practical orthography writes it
(1232)	Nuxalk	root	√tip	'show, reveal, make visible'
(1233)	Nuxalk	practical orthography	√TIPI	'single, mono-, having one ...', as the practical orthography writes it
(1233)	Nuxalk	root	√tipi	'single, mono-, having one ...'
(1234)	Nuxalk	root	√cipi	'single, mono-, having one ...'
(1235)	Nuxalk	cited form	tka	'shoot with a gun'
(1236)	Nuxalk	cited form	tkʷ	'dirty'
(1237)	Nuxalk	cited form	tk‟	'sticky'
(1238)	Nuxalk	cited form	tɬ	'strong'
(1239)	Nuxalk	cited form	tlkʷ	'swallow sth'
(1240)	Nuxalk	cited form	tlq‟ʷ	'swallow sth'
(1241)	Nuxalk	cited form	tl:tlkʷ	'slippery'
(1242)	Nuxalk	cited form	ƛ‟aayaqm	'song sung to shame spouse'
(1243)	Nuxalk	cited form	ƛ‟ak-i-χ	'come on!'
(1244)	Nuxalk	cited form	ƛ‟aɬ-i-χ	'come here!, come on!'
(1245)	Nuxalk	cited form	ƛ‟amk	'bring sb sth to fix'
(1246)	Nuxalk	cited form	ƛ‟ap	'go, start'
(1247)	Nuxalk	cited form	ƛ‟iq‟ɬ-kn	'dwarf blueberry'
(1248)	Nuxalk	cited form	ƛ‟kʷ	'gather tiny objects'
(1249)	Nuxalk	cited form	ƛ‟l	'cover sth with a sheet'
(1250)	Nuxalk	cited form	ƛ‟ɬa-χ	'come on!'
(1251)	Nuxalk	cited form	ƛ‟pa	'fish spear with three prongs'
(1252)	Nuxalk	cited form	ƛ‟tuu	'darn it!, damn it!'
(1253)	Nuxalk	cited form	ƛ‟χa	'having holes, meshes'
(1254)	Nuxalk	cited form	ƛ‟yuk	'talk, discuss, argue'
(1255)	Nuxalk	cited form	tmp	'insert sth'
(1256)	Nuxalk	practical orthography	√TP	'spotted, dotted', as the practical orthography writes it
(1256)	Nuxalk	root	√tp	'spotted, dotted'
(1257)	Nuxalk	practical orthography	√TPI	'next, adjacent, aside, half', as the practical orthography writes it
(1257)	Nuxalk	root	√tpi	'next, adjacent, aside, half'
(1258)	Nuxalk	practical orthography	√TQM	'have sth sticky on oneself', as the practical orthography writes it
(1258)	Nuxalk	root	√tqm	'have sth sticky on oneself'
(1259)	Nuxalk	cited form	tq‟ʷ	'remove fur from hide'
(1260)	Nuxalk	cited form	tq‟ʷ	'lift, hold up'
(1261)	Nuxalk	practical orthography	√TQ‟LHN	'knife', as the practical orthography writes it
(1261)	Nuxalk	cited form	tq‟ɬa	'knife'
(1261)	Nuxalk	root	√tq‟ɬn	'knife', the root
(1262)	Nuxalk	cited form	caltxʷ	'bark of red cedar'
(1263)	Nuxalk	cited form	cap	'bone'
(1264)	Nuxalk	practical orthography	√TSATSASLHQ‟	'so many', as the practical orthography writes it
(1264)	Nuxalk	root	√ca:cas-ɬq‟	'so many'
(1265)	Nuxalk	cited form	cay	'stop, finish; all'
(1266)	Nuxalk	cited form	caaci	'a little bit'
(1267)	Nuxalk	cited form	caacti(i)	'youth, youngster'
(1268)	Nuxalk	cited form	calaacti	'young people'
(1269)	Nuxalk	cited form	cl:cl-uks-i	'youngsters'
(1270)	Nuxalk	cited form	ʔuci(i)	'limited, having reached limit'
(1271)	Nuxalk	cited form	cay	'girl, a term of address'
(1272)	Nuxalk	practical orthography	TSA7YAMUUS	'Indian paint brush', as the practical orthography writes it
(1272)	Nuxalk	cited form	caʔyam-uus	'Indian paint brush'
(1273)	Nuxalk	cited form	cxʷ	'dark'
(1274)	Nuxalk	cited form	cxʷi	'sufficient'
(1275)	Nuxalk	practical orthography	√TSI	'cause to move forward or protrude', as the practical orthography writes it
(1275)	Nuxalk	root	√ci	'cause to move forward or protrude'
(1276)	Nuxalk	cited form	ciiχʷt	'wedge'
(1277)	Nuxalk	cited form	cim	'get hit, bumped'
(1278)	Nuxalk	cited form	cim-ilt	'draw in mountain, gully'
(1279)	Nuxalk	cited form	ciq‟ʷ	'break, smash sth'
(1280)	Nuxalk	cited form	ciχ	'new, fresh'
(1281)	Nuxalk	cited form	ckɬ	'term used to address little girls'
(1282)	Nuxalk	cited form	ckʷ	'heavy'
(1283)	Nuxalk	cited form	cɬ	'break or pull off'
(1284)	Nuxalk	cited form	cp	'to wipe'
(1285)	Nuxalk	practical orthography	√TSQW	'wet', as the practical orthography writes it
(1285)	Nuxalk	root	√cqʷ	'wet'
(1286)	Nuxalk	cited form	cq‟m	'curl up, shrink'
(1287)	Nuxalk	cited form	c(s)t	'hey!'
(1287)	Nuxalk	cited form	hac(s)t	'hey!', the variant
(1288)	Nuxalk	cited form	cum	'make rustling sound'
(1289)	Nuxalk	cited form	cum:cumis	'horsetail'
(1290)	Nuxalk	cited form	cun:cup	'to whistle'
(1291)	Nuxalk	cited form	cupin-aaɬ	'shinbone'
(1292)	Nuxalk	practical orthography	√TSX	'drip on sth', as the practical orthography writes it
(1292)	Nuxalk	root	√cχ	'drip on sth'
(1293)	Nuxalk	cited form	cyap	'loincloth'
(1294)	Nuxalk	cited form	c‟aaq-al-uus=sɬ	'white spring salmon'
(1295)	Nuxalk	cited form	c‟aaχʷm	'red clouds at sunset'
(1296)	Nuxalk	cited form	c‟axam	'fermented, sour-tasting'
(1297)	Nuxalk	cited form	c‟aɬ	'rockweed'
(1298)	Nuxalk	cited form	c‟ixʷ	'grate, scour'
(1299)	Nuxalk	cited form	c‟ipsxili	'wild currant'
(1300)	Nuxalk	cited form	c‟k	'fix, prepare sth'
(1301)	Nuxalk	cited form	c‟kt	'arrive'
(1302)	Nuxalk	cited form	c‟klákt	'ten'
(1303)	Nuxalk	cited form	c‟ls	'mistaken, confused'
(1304)	Nuxalk	cited form	c‟qamin	'mountain jack'
(1305)	Nuxalk	cited form	c‟u	'grey'
(1306)	Nuxalk	cited form	c‟um-lx	'half-smoked fish'
(1307)	Nuxalk	cited form	c‟χɬm	'fall in water, drown'
(1308)	Nuxalk	cited form	c‟χɬn	'kick'
(1309)	Nuxalk	cited form	c‟χʷ-ta-ɬp	'red willow, red osier dogwood'
(1310)	Nuxalk	cited form	tc	'term used to address little boys'
(1311)	Nuxalk	practical orthography	√TUKW‟	'stretch sth', as the practical orthography writes it
(1311)	Nuxalk	cited form	tuk‟	'stretch sth'
(1311)	Nuxalk	root	√tuk‟ʷ	'stretch sth', the root
(1312)	Nuxalk	cited form	tultaya	'mountain trout'
(1313)	Nuxalk	cited form	tulu	'manage, succeed, win'
(1313)	Nuxalk	cited form	tuulu	'manage, succeed, win', the variant
(1314)	Nuxalk	cited form	tum	'impale, poke with a stick'
(1315)	Nuxalk	cited form	tupa	'navel'
(1315)	Nuxalk	cited form	tuupa	'navel', the variant
(1316)	Nuxalk	cited form	tuc	'wet, soak sth'
(1317)	Nuxalk	cited form	tu:tustiq‟	'flying squirrel'
(1318)	Nuxalk	practical orthography	√TW(I)N	'ask, beg', as the practical orthography writes it
(1318)	Nuxalk	cited form	twa	'ask, beg'
(1318)	Nuxalk	root	√tw(i)n	'ask, beg', the root
(1319)	Nuxalk	practical orthography	√TWIN	'become visible', as the practical orthography writes it
(1319)	Nuxalk	root	√twin	'become visible'
(1320)	Nuxalk	cited form	tχ	'carve with adze'
(1321)	Nuxalk	cited form	tχʷnay-aaχ	'across the river'
(1322)	Nuxalk	cited form	t‟as	'wren'
(1323)	Nuxalk	cited form	t‟aws	'wet, damp'
(1324)	Nuxalk	cited form	t‟ix-ɬala	'robin'
(1325)	Nuxalk	cited form	t‟ix:t‟iiχ-ɬala-m	'hop on one leg'
(1326)	Nuxalk	cited form	t‟in	'small dorsal fin'
(1327)	Nuxalk	practical orthography	√T‟KA	'move sth up and down', as the practical orthography writes it
(1327)	Nuxalk	root	√t‟ka	'move sth up and down'
(1328)	Nuxalk	cited form	t‟li	'dog salmon'
(1329)	Nuxalk	practical orthography	√T'Q	'be in close contact, adhere to', as the practical orthography writes it
(1329)	Nuxalk	root	√t‟q	'be in close contact, adhere to'
(1330)	Nuxalk	cited form	t‟qʷ-m	'rotten'
(1331)	Nuxalk	practical orthography	√T‟U	'more than enough, extra, a lot', as the practical orthography writes it
(1331)	Nuxalk	root	√t‟u	'more than enough, extra, a lot'
(1332)	Nuxalk	practical orthography	√T‟UKWA	'mink', as the practical orthography writes it
(1332)	Nuxalk	practical orthography	√T‟UKWN	'mink', the variant in practical orthography
(1332)	Nuxalk	cited form	t‟uka	'mink'
(1332)	Nuxalk	root	√t‟ukʷa	'mink', the root
(1332)	Nuxalk	root	√t‟ukʷn	'mink', the variant root
(1333)	Nuxalk	practical orthography	√T‟UP(I)	'break, split sth', as the practical orthography writes it
(1333)	Nuxalk	root	√t‟up(i)	'break, split sth'
(1334)	Nuxalk	practical orthography	√T‟UUTS	'get diverted, sidetracked', as the practical orthography writes it
(1334)	Nuxalk	root	√t‟uuc	'get diverted, sidetracked'
(1335)	Nuxalk	cited form	ʔuk‟ʷum	'groan under stress'
(1336)	Nuxalk	practical orthography	√ULHA	'dependable, responsible', as the practical orthography writes it
(1336)	Nuxalk	root	√ʔuɬa	'dependable, responsible'
(1337)	Nuxalk	cited form	sm-ʔuɬa	'take immediate action'
(1338)	Nuxalk	cited form	ʔuɬca-χ	'go ahead!'
(1339)	Nuxalk	practical orthography	√ULX	'dizzy, silly, foolish', as the practical orthography writes it
(1339)	Nuxalk	practical orthography	√ULQ	'dizzy, silly, foolish', the variant in practical orthography
(1339)	Nuxalk	root	√ʔulχ	'dizzy, silly, foolish'
(1339)	Nuxalk	root	√ʔulq	'dizzy, silly, foolish', the variant root
(1340)	Nuxalk	cited form	ʔum	'get off, disembark'
(1341)	Nuxalk	practical orthography	√UN	'subject to strain or pressure', as the practical orthography writes it
(1341)	Nuxalk	root	√ʔun	'subject to strain or pressure'
(1342)	Nuxalk	cited form	ʔupk	'send, dispatch'
(1343)	Nuxalk	cited form	ʔuq‟al	'cinquefoil roots'
(1344)	Nuxalk	cited form	ʔus-max:miksm	'fat has come to surface'
(1345)	Nuxalk	cited form	ʔusχɬ	'bring out, produce, exhibit'
(1346)	Nuxalk	practical orthography	√UTS‟	'top, upper', as the practical orthography writes it
(1346)	Nuxalk	root	√ʔuc‟	'top, upper'
(1347)	Nuxalk	cited form	ʔut‟p	'rotten wood'
(1348)	Nuxalk	root	√ʔuχʷ	'cause to come down, lower'
(1349)	Nuxalk	cited form	wakayak	'overdo'
(1350)	Nuxalk	practical orthography	√WAN	'miss, be late', as the practical orthography writes it
(1350)	Nuxalk	root	√wan	'miss, be late'
(1351)	Nuxalk	cited form	wapat	'turn sideways, make transverse'
(1352)	Nuxalk	cited form	wa:ws-lx	'jumpy, skittish, nervous'
(1353)	Nuxalk	cited form	waχ:waχcya	'great-grandchildren'
(1354)	Nuxalk	cited form	wik‟	'cut wood into shingles'
(1355)	Nuxalk	practical orthography	√WIK‟	'shake, wiggle back and forth', as the practical orthography writes it
(1355)	Nuxalk	root	√wik‟	'shake, wiggle back and forth'
(1356)	Nuxalk	cited form	wilx	'have sth in the way, be obstructed'
(1357)	Nuxalk	cited form	win-us-m	'lower one's face, bend over'
(1358)	Nuxalk	cited form	win:winc	'sandpiper'
(1359)	Nuxalk	cited form	wisχʷ	'yes indeed!'
(1359)	Nuxalk	cited form	wiisχʷ	'yes indeed!', the variant
(1360)	Nuxalk	cited form	wlχɬa	'lame'
(1361)	Nuxalk	cited form	wnc‟	'beat, kill'
(1362)	Nuxalk	cited form	wnc‟ɬt	'fish for halibut'
(1363)	Nuxalk	cited form	χaatxsya	'to sneeze'
(1364)	Nuxalk	practical orthography	√XAM	'insulted', as the practical orthography writes it
(1364)	Nuxalk	root	√χam	'insulted'
(1365)	Nuxalk	cited form	χam-layx	'one's eyesight is returning'
(1366)	Nuxalk	cited form	χamu	'dip sth out of container, ladle'
(1367)	Nuxalk	practical orthography	√XAPN	'pack, carry', as the practical orthography writes it
(1367)	Nuxalk	cited form	χapa	'pack, carry'
(1367)	Nuxalk	root	√χapn	'pack, carry', the root
(1368)	Nuxalk	practical orthography	√XAQ‟AKW	'protruding horizontally', as the practical orthography writes it
(1368)	Nuxalk	root	√χaq‟akʷ	'protruding horizontally'
(1369)	Nuxalk	cited form	χi	'peek through hole at sb, spy on'
(1370)	Nuxalk	cited form	χil-aaχ	'tilt a boat'
(1371)	Nuxalk	cited form	χiƛ‟	'lean, skinny'
(1372)	Nuxalk	cited form	χic‟	'metal axe'
(1373)	Nuxalk	cited form	χi:χi	'marten'
(1374)	Nuxalk	practical orthography	√XL	'be sent, directed', as the practical orthography writes it
(1374)	Nuxalk	root	√χl	'be sent, directed'
(1375)	Nuxalk	cited form	χm:χmaacɬ	'minnow'
(1376)	Nuxalk	practical orthography	√XP‟	'permeate, penetrate', as the practical orthography writes it
(1376)	Nuxalk	root	√χp‟	'permeate, penetrate'
(1377)	Nuxalk	cited form	χsa:sa	'salmon roe on skein'
(1378)	Nuxalk	cited form	χt	'brittle'
(1379)	Nuxalk	cited form	χc‟a	'little furry thing'
(1379)	Nuxalk	cited form	qc‟a	'little furry thing', the variant
(1380)	Nuxalk	cited form	χʷul	'push or press down'
(1381)	Nuxalk	cited form	χʷul:χʷulis	'spring tide'
(1382)	Nuxalk	practical orthography	√XUM	'to flow, stream', as the practical orthography writes it
(1382)	Nuxalk	root	√χʷum	'to flow, stream'
(1383)	Nuxalk	cited form	χʷup	'insert, cook in oven'
(1384)	Nuxalk	cited form	nu-s-χʷaap-sta	'pin, brooch'
(1385)	Nuxalk	cited form	χʷiiχn	'type of box'
(1386)	Nuxalk	practical orthography	√XWITS	'shake sth', as the practical orthography writes it
(1386)	Nuxalk	practical orthography	√XWIITS	'shake sth', the variant in practical orthography
(1386)	Nuxalk	root	√χʷic	'shake sth'
(1386)	Nuxalk	root	√χʷiic	'shake sth', the variant root
(1387)	Nuxalk	practical orthography	√XWLH	'cross barrier, pass through, surpass', as the practical orthography writes it
(1387)	Nuxalk	root	√χʷɬ	'cross barrier, pass through, surpass'
(1388)	Nuxalk	cited form	χʷɬtn	'brace sth'
(1389)	Nuxalk	cited form	χʷl:χʷl-uuɬi	'stocky, short person'
(1390)	Nuxalk	practical orthography	√XWTN	'hold open', as the practical orthography writes it
(1390)	Nuxalk	root	√χʷtn	'hold open'
(1391)	Nuxalk	cited form	ya	'good'
(1392)	Nuxalk	cited form	yaxʷ	'approach, call sb's attention'
(1393)	Nuxalk	practical orthography	YACWM7MAYLH	'old female sealion', as the practical orthography writes it
(1393)	Nuxalk	cited form	yaxʷmʔmayɬ	'old female sealion'
(1394)	Nuxalk	cited form	yaki	'mountain goat'
(1395)	Nuxalk	practical orthography	√YALH7AY	'possibility, opportunity', as the practical orthography writes it
(1395)	Nuxalk	root	√yaɬʔay	'possibility, opportunity'
(1396)	Nuxalk	cited form	yallak	'sleepy'
(1397)	Nuxalk	cited form	yank	'pole a boat'
(1398)	Nuxalk	root	√yaqas	'round'
(1399)	Nuxalk	cited form	yaχat	'ridicule sb'
(1400)	Nuxalk	practical orthography	√YAXW	'allowed, having permission', as the practical orthography writes it
(1400)	Nuxalk	root	√yaχʷ	'allowed, having permission'
(1401)	Nuxalk	cited form	ya:yaasi(i)	'pretty, handsome'
(1402)	Nuxalk	cited form	ya:yaχ	'horn played in KUSYUT dance'
(1403)	Nuxalk	cited form	yum	'shy, embarrassed, ashamed'
(1404)	Nuxalk	cited form	yum-alxʷ	'sour'
(1405)	Nuxalk	practical orthography	√YUP	'move over, make room for', as the practical orthography writes it
(1405)	Nuxalk	root	√yup	'move over, make room for'
(1406)	Nuxalk	cited form	yup‟-alxʷ	'arrive at point of land'
(1407)	Nuxalk	cited form	yu:yuxʷ	'bracelet'
§2.2.5	Proto-Athabascan	cited form	ʁʷ	the Proto-Athabascan source of Carrier w in the soapberry etymology
§2.2.5	Proto-Athabascan	cited form	š	the Proto-Athabascan source of Carrier s in the soapberry etymology
(207)	Halkomelem	cited form	lwǝs	the second piece the extraction leaves of the Halkomelem cognate
(257)	Hank Nater	reference	Sq67	Kuipers 1967 on Squamish, as entry 257 cites it
(406)	PS	cited form	ʔamat	the proto-Salish form entry 406 compares ʔmt with
(546)	PS	cited affix	(i)kǝn	'back, spine', the piece the extraction leaves on its own line
(574)	Hank Nater	reference	Ku02:86-87	Kuipers 2002 pages 86 to 87, as entry 574 cites it
